TurbineID,WindSpeed,RotorSpeed,BladeAngle,GearboxTemp,GeneratorTemp,Vibration,PowerOutput,Humidity,AmbientTemperature,TimeSinceLastMaintenance,Failure,FaultType
T55,23.8,16.8,23.0,79.0,78.0,1.44,1116.0,62.0,31.0,244,0.0,None
T75,16.4,19.7,30.0,74.0,79.0,0.85,1747.0,68.0,29.0,222,0.0,None
T96,15.0,15.1,29.0,94.0,93.0,1.08,1375.0,63.0,21.0,296,0.0,None
T99,17.1,15.4,24.0,89.0,87.0,1.35,1365.0,66.0,22.0,159,0.0,None
T95,17.3,12.5,23.0,79.0,91.0,1.46,1158.0,69.0,25.0,215,1.0,Generator
T72,8.4,13.9,44.0,86.0,79.0,1.3,1877.0,75.0,18.0,297,0.0,None
T64,18.7,10.3,41.0,88.0,82.0,1.44,912.0,73.0,35.0,212,0.0,None
T20,14.0,16.9,40.0,70.0,77.0,0.96,908.0,67.0,23.0,143,0.0,None
T98,15.3,13.1,21.0,90.0,93.0,1.26,1995.0,72.0,32.0,160,0.0,None
T4,5.6,15.4,21.0,90.0,94.0,0.59,923.0,66.0,32.0,106,0.0,None
T18,20.3,12.5,39.0,72.0,92.0,1.09,1071.0,77.0,20.0,223,0.0,None
T51,21.7,16.2,21.0,94.0,84.0,0.51,1871.0,70.0,17.0,121,0.0,None
T68,17.4,14.5,30.0,95.0,82.0,0.76,1577.0,74.0,24.0,95,0.0,None
T20,20.0,14.8,22.0,79.0,84.0,1.17,1587.0,66.0,19.0,286,0.0,None
T9,15.5,19.4,26.0,75.0,88.0,0.67,1423.0,74.0,23.0,149,0.0,None
T80,17.4,17.1,41.0,91.0,84.0,0.7,1066.0,79.0,33.0,137,0.0,None
T26,12.9,12.6,42.0,74.0,83.0,0.56,1304.0,62.0,27.0,153,0.0,None
T25,20.8,15.0,45.0,96.0,84.0,1.25,1690.0,72.0,23.0,253,1.0,Blades
T68,14.4,14.7,43.0,84.0,90.0,0.95,1434.0,70.0,27.0,157,0.0,None
T41,18.6,18.0,35.0,97.0,91.0,1.39,1703.0,71.0,17.0,279,1.0,Gearbox
T59,17.4,18.3,28.0,89.0,92.0,0.86,908.0,64.0,30.0,47,0.0,None
T45,19.0,12.8,17.0,79.0,80.0,0.94,1621.0,61.0,26.0,203,0.0,None
T41,20.7,18.2,33.0,84.0,78.0,0.99,1552.0,61.0,34.0,55,0.0,None
T38,15.3,11.8,21.0,86.0,82.0,1.36,1972.0,66.0,23.0,53,0.0,None
T19,21.3,17.6,41.0,94.0,83.0,0.79,1898.0,77.0,19.0,198,1.0,Blades
T14,14.9,12.5,31.0,96.0,89.0,0.55,1560.0,76.0,19.0,293,0.0,None
T21,24.1,13.0,37.0,90.0,90.0,1.13,1534.0,80.0,32.0,97,0.0,None
T15,20.1,18.5,35.0,79.0,95.0,1.33,1002.0,75.0,24.0,203,1.0,Generator
T3,8.4,14.2,25.0,86.0,83.0,1.06,1935.0,67.0,21.0,217,0.0,None
T37,21.6,19.9,38.0,74.0,83.0,0.82,1678.0,78.0,31.0,203,0.0,None
T46,16.0,11.5,40.0,77.0,86.0,1.13,1452.0,76.0,30.0,246,0.0,None
T16,24.7,14.6,37.0,79.0,91.0,1.49,1843.0,74.0,33.0,103,1.0,Generator
T14,19.4,17.3,38.0,72.0,88.0,1.07,1704.0,71.0,32.0,30,0.0,None
T9,6.7,10.1,26.0,97.0,86.0,0.82,1520.0,74.0,17.0,91,0.0,None
T7,12.9,11.5,43.0,74.0,88.0,0.74,1493.0,79.0,18.0,32,0.0,None
T14,15.3,10.2,28.0,91.0,84.0,1.5,1919.0,77.0,24.0,132,1.0,Gearbox
T6,21.8,19.9,42.0,85.0,90.0,1.35,1779.0,64.0,33.0,150,1.0,Blades
T85,19.6,17.6,41.0,95.0,77.0,0.78,1343.0,62.0,30.0,108,0.0,None
T15,12.4,13.7,19.0,92.0,85.0,0.76,1592.0,60.0,18.0,295,0.0,None
T52,18.1,11.6,44.0,93.0,91.0,1.3,1116.0,74.0,19.0,98,0.0,None
T72,16.5,10.9,45.0,83.0,81.0,1.49,1927.0,66.0,24.0,88,0.0,None
T34,7.5,15.3,33.0,95.0,92.0,0.97,1665.0,74.0,29.0,266,0.0,None
T1,9.7,19.8,38.0,73.0,91.0,0.73,1956.0,64.0,19.0,253,0.0,None
T96,11.8,16.7,43.0,83.0,87.0,0.73,1221.0,69.0,17.0,206,0.0,None
T69,8.9,13.7,16.0,100.0,80.0,1.3,1247.0,60.0,15.0,274,0.0,None
T94,8.0,15.0,43.0,98.0,92.0,1.11,1815.0,62.0,18.0,181,0.0,None
T86,6.2,20.0,34.0,72.0,76.0,1.13,1188.0,62.0,23.0,87,0.0,None
T20,22.5,15.2,40.0,87.0,87.0,0.69,1293.0,76.0,32.0,70,0.0,None
T80,10.8,19.6,31.0,79.0,91.0,0.63,1873.0,78.0,16.0,171,0.0,None
T7,10.8,10.2,31.0,92.0,85.0,0.51,1470.0,63.0,29.0,72,0.0,None
T7,9.1,17.2,42.0,92.0,77.0,1.42,1230.0,70.0,18.0,132,1.0,Gearbox
T50,14.5,16.3,30.0,70.0,92.0,0.85,1350.0,63.0,25.0,115,0.0,None
T2,15.3,16.9,29.0,95.0,93.0,1.26,1683.0,76.0,21.0,128,0.0,None
T47,9.2,15.7,33.0,77.0,86.0,1.38,1075.0,76.0,32.0,46,0.0,None
T14,17.2,10.4,31.0,99.0,91.0,1.1,1958.0,76.0,28.0,264,0.0,None
T31,19.5,11.5,28.0,97.0,87.0,0.92,1442.0,65.0,21.0,210,0.0,None
T50,12.5,19.2,20.0,76.0,86.0,0.54,1741.0,67.0,25.0,75,0.0,None
T61,16.7,12.3,27.0,89.0,78.0,0.84,1672.0,64.0,30.0,138,0.0,None
T41,15.0,19.9,23.0,79.0,84.0,0.82,1649.0,60.0,32.0,235,0.0,None
T14,8.9,16.8,27.0,73.0,89.0,1.07,1362.0,61.0,27.0,182,0.0,None
T5,19.6,14.4,33.0,96.0,84.0,1.26,947.0,80.0,27.0,212,0.0,None
T75,21.0,19.2,33.0,75.0,87.0,1.21,1716.0,78.0,17.0,154,0.0,None
T5,18.0,17.9,22.0,83.0,93.0,1.37,1949.0,62.0,25.0,179,1.0,Generator
T64,11.5,14.3,18.0,98.0,82.0,0.55,1456.0,69.0,31.0,247,0.0,None
T29,23.5,10.7,37.0,72.0,92.0,1.11,1949.0,79.0,29.0,199,0.0,None
T75,14.1,18.7,31.0,87.0,76.0,0.69,1488.0,61.0,16.0,41,0.0,None
T5,10.3,17.7,28.0,87.0,92.0,1.47,1084.0,73.0,29.0,72,1.0,Generator
T96,13.2,17.9,19.0,93.0,77.0,0.91,1163.0,62.0,23.0,67,0.0,None
T36,18.8,17.4,27.0,95.0,81.0,1.12,1851.0,67.0,29.0,34,0.0,None
T79,21.9,12.8,40.0,83.0,85.0,0.85,1584.0,61.0,31.0,63,0.0,None
T19,12.1,18.6,32.0,92.0,88.0,0.72,1356.0,72.0,18.0,216,0.0,None
T64,9.7,10.0,18.0,97.0,94.0,1.19,1779.0,74.0,32.0,263,0.0,None
T22,17.5,12.4,25.0,97.0,81.0,1.44,1606.0,61.0,19.0,98,1.0,Gearbox
T34,23.4,10.5,44.0,85.0,77.0,0.56,1860.0,70.0,21.0,119,1.0,Blades
T56,8.7,11.1,31.0,88.0,84.0,1.33,1968.0,66.0,29.0,138,0.0,None
T17,21.1,15.3,24.0,90.0,82.0,0.84,1616.0,74.0,30.0,241,0.0,None
T76,14.5,10.4,42.0,95.0,87.0,0.62,1968.0,70.0,24.0,275,0.0,None
T89,21.0,11.8,25.0,85.0,93.0,1.21,1417.0,60.0,17.0,238,0.0,None
T56,15.1,12.3,37.0,73.0,88.0,0.58,1824.0,65.0,33.0,246,0.0,None
T17,12.5,16.6,19.0,82.0,87.0,1.23,1897.0,70.0,22.0,217,0.0,None
T74,18.9,14.7,20.0,92.0,80.0,0.94,950.0,62.0,34.0,246,0.0,None
T92,23.0,14.6,32.0,89.0,80.0,0.66,1852.0,78.0,32.0,80,0.0,None
T82,11.4,17.7,22.0,93.0,84.0,0.66,1350.0,78.0,21.0,256,0.0,None
T18,14.2,14.6,16.0,85.0,93.0,1.25,1338.0,62.0,30.0,231,0.0,None
T45,9.6,13.5,43.0,75.0,87.0,1.33,1760.0,78.0,20.0,133,0.0,None
T96,8.7,19.6,17.0,73.0,85.0,1.19,1171.0,71.0,16.0,59,0.0,None
T78,20.6,10.1,37.0,84.0,86.0,1.22,935.0,77.0,20.0,239,0.0,None
T56,9.0,13.1,25.0,76.0,92.0,1.35,1198.0,73.0,18.0,278,1.0,Generator
T80,20.9,16.1,43.0,99.0,89.0,0.93,1613.0,78.0,21.0,96,1.0,Blades
T50,13.6,17.8,45.0,76.0,94.0,0.67,1949.0,69.0,25.0,47,0.0,None
T58,24.9,18.2,25.0,87.0,87.0,0.88,1335.0,80.0,18.0,73,0.0,None
T18,8.9,10.5,33.0,70.0,79.0,1.48,1777.0,77.0,17.0,86,0.0,None
T80,6.9,17.1,38.0,78.0,75.0,0.95,1121.0,73.0,25.0,213,0.0,None
T81,6.5,17.2,19.0,78.0,81.0,1.42,1837.0,68.0,22.0,76,0.0,None
T7,21.7,12.1,36.0,92.0,76.0,1.2,1742.0,72.0,24.0,252,0.0,None
T76,13.8,11.1,42.0,85.0,83.0,1.24,1393.0,75.0,35.0,48,0.0,None
T98,5.1,17.5,20.0,70.0,79.0,0.69,1884.0,67.0,22.0,198,0.0,None
T10,22.5,12.5,40.0,81.0,83.0,0.87,942.0,71.0,27.0,276,0.0,None
T69,22.5,10.0,18.0,89.0,83.0,1.23,1764.0,78.0,25.0,125,0.0,None
T85,21.1,12.2,32.0,89.0,81.0,1.16,939.0,79.0,30.0,95,0.0,None
T3,10.0,10.3,25.0,72.0,88.0,1.36,1851.0,72.0,35.0,157,0.0,None
T83,12.5,12.5,29.0,98.0,84.0,0.71,1094.0,63.0,25.0,225,0.0,None
T44,19.9,13.4,24.0,77.0,93.0,1.25,942.0,75.0,22.0,204,0.0,None
T99,14.8,12.7,23.0,97.0,77.0,0.54,1240.0,65.0,18.0,222,0.0,None
T70,8.1,19.2,37.0,76.0,83.0,0.8,1097.0,61.0,31.0,171,0.0,None
T14,9.9,12.3,22.0,87.0,91.0,1.13,1617.0,67.0,16.0,62,0.0,None
T4,24.5,14.7,27.0,82.0,85.0,1.48,1420.0,65.0,27.0,128,0.0,None
T18,8.0,19.6,23.0,87.0,94.0,1.49,1043.0,70.0,30.0,284,1.0,Generator
T93,19.5,18.8,22.0,85.0,78.0,0.94,1908.0,60.0,19.0,66,0.0,None
T99,14.6,13.1,34.0,70.0,81.0,1.26,1305.0,74.0,25.0,169,0.0,None
T52,20.0,13.3,16.0,81.0,77.0,1.1,1211.0,69.0,23.0,222,0.0,None
T38,18.2,15.9,39.0,70.0,80.0,1.21,1668.0,65.0,19.0,66,0.0,None
T80,13.8,19.2,31.0,91.0,88.0,1.23,1333.0,65.0,33.0,52,0.0,None
T20,12.1,10.1,40.0,96.0,85.0,1.05,1060.0,61.0,26.0,199,0.0,None
T88,20.1,13.9,21.0,82.0,78.0,1.31,1541.0,64.0,32.0,91,0.0,None
T99,11.5,18.5,36.0,86.0,84.0,1.08,933.0,62.0,32.0,211,0.0,None
T44,20.8,14.1,28.0,72.0,92.0,0.6,1590.0,69.0,35.0,201,0.0,None
T51,18.6,17.2,17.0,82.0,84.0,1.49,1854.0,70.0,33.0,60,0.0,None
T19,16.6,16.9,38.0,74.0,75.0,0.8,1188.0,76.0,30.0,39,0.0,None
T68,12.4,12.1,38.0,72.0,76.0,1.46,1838.0,71.0,29.0,151,0.0,None
T97,9.1,14.5,23.0,75.0,84.0,0.79,1170.0,72.0,18.0,279,0.0,None
T66,19.2,15.7,42.0,96.0,87.0,1.35,1123.0,62.0,24.0,169,1.0,Gearbox
T13,6.8,17.2,38.0,99.0,93.0,1.19,1687.0,67.0,26.0,281,0.0,None
T62,24.4,18.2,24.0,96.0,95.0,0.86,972.0,76.0,16.0,62,0.0,None
T61,24.6,17.6,22.0,99.0,95.0,1.44,945.0,72.0,18.0,202,1.0,Gearbox
T30,7.6,10.3,28.0,92.0,86.0,1.08,1402.0,68.0,28.0,76,0.0,None
T98,7.1,16.7,24.0,75.0,76.0,1.33,938.0,69.0,18.0,105,0.0,None
T30,13.3,15.0,22.0,87.0,79.0,1.3,1446.0,62.0,22.0,210,0.0,None
T51,24.3,15.7,27.0,92.0,84.0,0.55,1614.0,61.0,16.0,184,0.0,None
T88,13.0,13.7,16.0,85.0,93.0,0.77,1151.0,63.0,18.0,136,0.0,None
T48,12.3,17.1,27.0,87.0,75.0,0.97,1889.0,66.0,26.0,120,0.0,None
T33,19.1,16.7,22.0,88.0,85.0,1.43,1120.0,66.0,28.0,207,0.0,None
T74,8.6,15.8,23.0,84.0,88.0,0.56,1161.0,74.0,17.0,231,0.0,None
T82,12.3,18.6,17.0,79.0,81.0,0.69,1904.0,63.0,20.0,177,0.0,None
T19,10.8,11.0,33.0,89.0,81.0,1.12,1656.0,75.0,23.0,126,0.0,None
T71,17.0,13.0,29.0,72.0,83.0,1.15,1481.0,74.0,29.0,213,0.0,None
T57,8.3,15.0,38.0,75.0,80.0,0.66,1263.0,63.0,17.0,47,0.0,None
T19,16.0,19.6,45.0,98.0,84.0,1.45,1746.0,73.0,24.0,222,1.0,Gearbox
T88,22.2,10.7,19.0,85.0,78.0,0.68,1547.0,67.0,30.0,260,0.0,None
T79,15.3,13.4,23.0,95.0,79.0,0.68,1276.0,62.0,18.0,290,0.0,None
T41,18.7,19.3,35.0,92.0,76.0,1.14,1809.0,72.0,26.0,219,0.0,None
T42,6.5,19.0,22.0,80.0,83.0,0.92,1774.0,76.0,24.0,115,0.0,None
T87,14.0,18.7,16.0,94.0,89.0,0.53,1935.0,79.0,23.0,195,0.0,None
T52,6.9,13.1,18.0,73.0,85.0,1.42,1994.0,71.0,34.0,74,0.0,None
T4,17.0,18.5,28.0,96.0,86.0,0.58,913.0,71.0,23.0,90,0.0,None
T4,10.6,15.1,28.0,90.0,84.0,0.66,1252.0,69.0,24.0,92,0.0,None
T5,10.7,16.2,44.0,98.0,87.0,1.4,1112.0,66.0,16.0,217,1.0,Gearbox
T41,6.5,12.4,29.0,97.0,80.0,0.78,1135.0,63.0,22.0,295,0.0,None
T87,11.2,17.1,35.0,81.0,79.0,1.32,1851.0,66.0,25.0,144,0.0,None
T61,15.1,13.3,30.0,96.0,94.0,0.67,1972.0,67.0,15.0,291,0.0,None
T75,16.7,13.4,23.0,87.0,84.0,0.55,1934.0,75.0,16.0,153,0.0,None
T55,6.3,16.4,18.0,75.0,92.0,0.73,1666.0,63.0,20.0,64,0.0,None
T75,18.0,12.4,41.0,95.0,93.0,1.24,1510.0,64.0,30.0,62,0.0,None
T13,14.8,12.2,20.0,97.0,87.0,1.16,1602.0,79.0,31.0,252,0.0,None
T14,15.7,13.7,18.0,73.0,81.0,0.81,1841.0,61.0,31.0,246,0.0,None
T60,21.7,17.8,21.0,98.0,89.0,1.13,908.0,79.0,26.0,216,0.0,None
T72,11.8,12.2,15.0,88.0,84.0,1.16,1371.0,63.0,32.0,76,0.0,None
T25,8.5,17.9,17.0,71.0,94.0,1.06,1457.0,71.0,18.0,139,0.0,None
T82,16.0,17.0,34.0,86.0,91.0,1.44,1916.0,68.0,33.0,285,1.0,Generator
T44,23.9,16.8,22.0,94.0,91.0,1.29,1089.0,68.0,31.0,100,0.0,None
T82,15.4,14.7,25.0,86.0,87.0,1.32,1719.0,74.0,27.0,136,0.0,None
T10,21.6,17.5,40.0,91.0,75.0,0.93,1916.0,73.0,27.0,159,0.0,None
T71,20.1,10.1,38.0,96.0,92.0,1.18,1740.0,79.0,17.0,182,0.0,None
T50,15.4,13.1,30.0,96.0,76.0,0.68,911.0,74.0,31.0,260,0.0,None
T44,18.0,16.8,33.0,75.0,77.0,0.8,1625.0,72.0,25.0,210,0.0,None
T14,13.1,19.9,18.0,83.0,92.0,1.0,1130.0,64.0,31.0,54,0.0,None
T15,15.6,10.0,38.0,73.0,79.0,1.32,1566.0,70.0,21.0,282,0.0,None
T16,15.1,15.1,30.0,88.0,92.0,0.84,1528.0,70.0,16.0,179,0.0,None
T2,19.2,19.2,32.0,99.0,80.0,0.94,1953.0,73.0,25.0,158,0.0,None
T30,13.2,18.6,35.0,75.0,90.0,1.46,1109.0,67.0,33.0,189,0.0,None
T30,7.0,10.2,30.0,82.0,86.0,0.78,956.0,63.0,17.0,235,0.0,None
T82,20.8,15.3,31.0,99.0,88.0,1.12,1572.0,78.0,23.0,95,0.0,None
T31,18.7,10.0,30.0,93.0,92.0,0.6,1278.0,61.0,32.0,276,0.0,None
T77,24.0,17.9,30.0,72.0,95.0,0.91,1725.0,63.0,20.0,214,0.0,None
T20,13.6,13.1,38.0,83.0,77.0,0.83,1993.0,69.0,20.0,122,0.0,None
T49,6.6,17.7,28.0,100.0,89.0,0.51,1342.0,78.0,27.0,103,0.0,None
T35,7.4,19.4,15.0,84.0,94.0,1.09,1067.0,62.0,32.0,298,0.0,None
T23,20.5,19.8,33.0,89.0,82.0,0.83,1510.0,75.0,27.0,273,0.0,None
T97,6.4,18.9,44.0,91.0,82.0,0.75,1281.0,66.0,17.0,150,0.0,None
T99,23.2,12.0,23.0,90.0,89.0,1.39,1774.0,62.0,34.0,239,0.0,None
T100,10.6,11.9,39.0,86.0,83.0,0.73,1488.0,78.0,26.0,91,0.0,None
T61,23.0,16.3,29.0,74.0,79.0,0.91,1899.0,79.0,22.0,204,0.0,None
T84,20.5,15.4,34.0,91.0,78.0,1.45,1822.0,63.0,30.0,187,1.0,Gearbox
T55,22.4,10.1,42.0,98.0,79.0,0.58,1906.0,78.0,29.0,230,1.0,Blades
T67,9.3,13.9,38.0,98.0,89.0,1.44,1229.0,73.0,21.0,192,1.0,Gearbox
T8,16.9,19.1,42.0,88.0,93.0,0.89,1893.0,64.0,32.0,82,0.0,None
T40,6.9,19.0,15.0,85.0,91.0,1.29,1853.0,73.0,17.0,286,0.0,None
T59,9.0,12.0,21.0,80.0,84.0,0.86,1590.0,76.0,33.0,287,0.0,None
T32,11.2,13.8,28.0,73.0,86.0,0.92,1901.0,70.0,17.0,130,0.0,None
T93,19.8,15.6,40.0,96.0,87.0,0.94,960.0,78.0,16.0,162,0.0,None
T7,5.5,18.5,40.0,74.0,87.0,1.45,1764.0,71.0,32.0,189,0.0,None
T2,23.1,15.3,21.0,79.0,94.0,1.05,1060.0,64.0,16.0,185,0.0,None
T85,6.4,19.7,19.0,92.0,93.0,0.72,1275.0,74.0,35.0,80,0.0,None
T6,12.5,18.0,40.0,91.0,76.0,1.11,1703.0,74.0,17.0,145,0.0,None
T92,6.6,19.5,31.0,90.0,92.0,1.39,1131.0,73.0,32.0,265,1.0,Generator
T36,20.4,17.3,34.0,92.0,77.0,0.71,1154.0,78.0,34.0,240,0.0,None
T32,7.8,18.8,39.0,86.0,89.0,0.84,1133.0,71.0,26.0,56,0.0,None
T45,22.7,18.3,21.0,75.0,81.0,1.07,1402.0,74.0,18.0,205,0.0,None
T42,15.6,12.5,19.0,100.0,90.0,1.49,989.0,79.0,18.0,227,1.0,Gearbox
T53,24.0,12.3,41.0,97.0,75.0,0.97,1875.0,63.0,30.0,52,1.0,Blades
T9,10.8,18.6,18.0,83.0,83.0,1.08,1703.0,68.0,16.0,133,0.0,None
T75,14.1,10.8,18.0,86.0,75.0,0.64,1465.0,64.0,29.0,155,0.0,None
T87,18.9,14.1,23.0,82.0,94.0,1.26,993.0,66.0,21.0,159,0.0,None
T75,21.6,18.2,25.0,89.0,75.0,0.72,1037.0,70.0,34.0,299,0.0,None
T49,13.4,18.1,22.0,92.0,78.0,0.83,1008.0,77.0,26.0,194,0.0,None
T2,22.8,11.4,37.0,77.0,86.0,1.21,916.0,68.0,19.0,97,0.0,None
T67,7.4,14.9,44.0,83.0,88.0,1.21,1634.0,71.0,32.0,58,0.0,None
T11,19.2,14.8,21.0,89.0,90.0,0.82,1461.0,76.0,35.0,48,0.0,None
T50,12.0,13.2,38.0,100.0,80.0,1.35,1320.0,79.0,30.0,175,1.0,Gearbox
T35,7.0,19.2,16.0,80.0,81.0,1.29,1282.0,67.0,29.0,249,0.0,None
T15,12.7,16.5,19.0,92.0,80.0,1.12,1408.0,64.0,32.0,188,0.0,None
T75,22.6,19.8,30.0,80.0,80.0,0.68,1422.0,72.0,15.0,242,0.0,None
T31,24.6,10.7,45.0,73.0,91.0,1.4,1053.0,78.0,33.0,215,1.0,Generator
T92,12.9,13.9,43.0,93.0,94.0,1.03,1485.0,65.0,20.0,151,0.0,None
T62,22.7,18.4,18.0,89.0,87.0,0.88,953.0,70.0,27.0,174,0.0,None
T28,15.2,14.2,22.0,85.0,78.0,1.43,1933.0,70.0,24.0,51,0.0,None
T96,19.3,12.6,43.0,90.0,76.0,1.47,1686.0,79.0,24.0,291,0.0,None
T25,5.9,20.0,20.0,96.0,80.0,1.22,910.0,69.0,24.0,102,0.0,None
T84,16.1,18.7,37.0,93.0,79.0,1.29,1218.0,71.0,29.0,88,0.0,None
T92,6.4,15.5,15.0,96.0,87.0,0.75,1981.0,63.0,29.0,205,0.0,None
T25,10.4,15.6,34.0,79.0,89.0,0.76,953.0,69.0,23.0,38,0.0,None
T75,16.3,10.1,30.0,94.0,75.0,1.07,1061.0,67.0,35.0,259,0.0,None
T83,21.1,19.8,29.0,81.0,84.0,1.48,1425.0,64.0,34.0,67,0.0,None
T92,16.2,18.1,40.0,71.0,87.0,1.24,1289.0,70.0,18.0,233,0.0,None
T1,23.7,10.4,17.0,71.0,79.0,1.25,1984.0,75.0,29.0,267,0.0,None
T59,21.2,11.8,26.0,92.0,93.0,0.76,1494.0,64.0,25.0,198,0.0,None
T69,8.1,18.2,28.0,78.0,86.0,0.92,1935.0,63.0,20.0,267,0.0,None
T74,12.8,10.9,19.0,79.0,82.0,0.84,1315.0,62.0,31.0,32,0.0,None
T42,18.4,19.4,18.0,89.0,75.0,0.8,1199.0,75.0,19.0,53,0.0,None
T34,23.8,20.0,20.0,92.0,85.0,1.23,1217.0,76.0,28.0,269,0.0,None
T100,24.8,18.9,22.0,87.0,82.0,0.6,1600.0,78.0,30.0,102,0.0,None
T66,20.3,17.4,44.0,91.0,94.0,0.67,1564.0,79.0,23.0,33,1.0,Blades
T18,16.5,14.9,29.0,98.0,83.0,0.91,1509.0,68.0,16.0,232,0.0,None
T77,20.1,10.8,30.0,96.0,93.0,0.8,1108.0,67.0,21.0,272,0.0,None
T5,10.5,17.3,36.0,77.0,89.0,1.4,1190.0,80.0,31.0,219,0.0,None
T20,10.7,14.0,36.0,97.0,76.0,0.7,1218.0,63.0,28.0,204,0.0,None
T66,18.1,15.7,30.0,79.0,94.0,0.75,1853.0,61.0,25.0,123,0.0,None
T75,22.4,12.9,25.0,90.0,78.0,0.68,1799.0,68.0,29.0,192,0.0,None
T62,24.4,12.4,25.0,96.0,84.0,1.36,1126.0,62.0,19.0,218,1.0,Gearbox
T94,11.8,13.2,17.0,89.0,93.0,0.7,1061.0,68.0,34.0,104,0.0,None
T96,20.9,18.1,42.0,94.0,92.0,0.85,1012.0,68.0,32.0,93,1.0,Blades
T32,22.0,14.3,38.0,98.0,85.0,1.17,974.0,73.0,16.0,213,0.0,None
T58,17.5,13.1,34.0,99.0,79.0,0.58,1983.0,75.0,28.0,31,0.0,None
T50,12.0,14.3,27.0,82.0,85.0,1.32,1792.0,73.0,21.0,279,0.0,None
T38,17.4,10.3,32.0,100.0,86.0,1.21,919.0,74.0,25.0,90,0.0,None
T55,16.7,18.9,30.0,78.0,95.0,0.76,907.0,67.0,19.0,214,0.0,None
T28,17.1,15.5,23.0,84.0,91.0,0.89,1659.0,69.0,30.0,294,0.0,None
T74,17.4,11.0,24.0,93.0,92.0,1.12,1242.0,74.0,16.0,119,0.0,None
T86,21.9,12.9,41.0,99.0,95.0,1.45,1009.0,63.0,26.0,39,1.0,Gearbox
T81,8.4,19.8,34.0,72.0,85.0,1.13,1410.0,74.0,17.0,60,0.0,None
T22,12.3,15.9,15.0,98.0,87.0,0.75,921.0,79.0,21.0,135,0.0,None
T43,16.7,12.9,25.0,100.0,84.0,0.98,1367.0,64.0,19.0,172,0.0,None
T83,10.7,14.3,25.0,97.0,78.0,0.95,1161.0,68.0,24.0,211,0.0,None
T81,24.6,12.6,36.0,73.0,86.0,1.03,1191.0,72.0,25.0,218,0.0,None
T88,10.3,10.3,36.0,95.0,87.0,1.02,1215.0,74.0,28.0,257,0.0,None
T36,14.4,18.4,29.0,89.0,80.0,0.86,1238.0,65.0,24.0,171,0.0,None
T96,22.5,12.9,44.0,70.0,91.0,1.37,922.0,72.0,29.0,101,1.0,Generator
T52,6.6,18.4,41.0,100.0,77.0,0.83,1527.0,79.0,31.0,207,0.0,None
T36,21.4,14.8,41.0,75.0,85.0,1.03,1503.0,67.0,35.0,265,1.0,Blades
T28,16.4,11.8,25.0,82.0,88.0,0.76,1616.0,71.0,17.0,59,0.0,None
T78,5.6,18.0,28.0,71.0,76.0,0.93,1076.0,72.0,23.0,198,0.0,None
T58,23.1,13.8,28.0,79.0,91.0,1.18,1994.0,78.0,20.0,41,0.0,None
T36,5.8,17.1,28.0,87.0,81.0,1.26,1049.0,66.0,29.0,112,0.0,None
T70,15.3,18.4,42.0,98.0,89.0,1.31,1793.0,77.0,25.0,75,1.0,Gearbox
T9,6.0,19.6,22.0,100.0,77.0,1.24,1142.0,73.0,17.0,226,0.0,None
T21,6.4,10.9,39.0,83.0,87.0,0.97,1383.0,74.0,16.0,34,0.0,None
T64,22.7,10.1,30.0,83.0,86.0,0.54,1257.0,61.0,25.0,117,0.0,None
T76,20.3,15.5,22.0,75.0,78.0,1.02,1238.0,67.0,22.0,134,0.0,None
T61,8.9,12.6,31.0,85.0,87.0,0.56,1435.0,62.0,26.0,175,0.0,None
T94,17.4,14.7,21.0,98.0,89.0,1.47,1164.0,71.0,20.0,182,1.0,Gearbox
T95,20.9,10.7,18.0,75.0,85.0,0.88,1502.0,77.0,23.0,215,0.0,None
T40,22.8,15.0,40.0,78.0,87.0,1.0,1176.0,68.0,34.0,281,0.0,None
T56,14.4,11.2,36.0,97.0,93.0,0.63,1970.0,65.0,20.0,213,0.0,None
T4,22.9,18.4,21.0,89.0,89.0,1.5,1163.0,66.0,15.0,57,0.0,None
T31,15.2,17.6,43.0,80.0,93.0,0.99,1741.0,71.0,33.0,245,0.0,None
T27,18.8,10.7,16.0,94.0,86.0,0.8,1417.0,75.0,31.0,94,0.0,None
T58,24.6,18.4,25.0,73.0,78.0,0.69,942.0,74.0,24.0,235,0.0,None
T25,9.7,13.2,16.0,96.0,80.0,1.15,1068.0,79.0,26.0,112,0.0,None
T69,8.4,13.5,19.0,86.0,79.0,0.94,1921.0,78.0,22.0,126,0.0,None
T70,11.8,11.8,20.0,93.0,82.0,0.82,1802.0,62.0,18.0,130,0.0,None
T5,8.3,18.4,39.0,86.0,85.0,0.51,1059.0,74.0,20.0,227,0.0,None
T91,10.7,14.0,45.0,77.0,80.0,0.54,956.0,68.0,22.0,276,0.0,None
T8,19.9,10.5,41.0,89.0,85.0,1.19,1068.0,67.0,26.0,171,0.0,None
T9,14.6,19.7,34.0,75.0,82.0,0.98,1542.0,70.0,21.0,243,0.0,None
T15,12.5,12.6,37.0,77.0,86.0,1.35,1597.0,75.0,21.0,107,0.0,None
T100,12.4,19.4,31.0,86.0,84.0,1.25,1317.0,68.0,26.0,74,0.0,None
T7,8.9,13.0,28.0,82.0,84.0,1.07,1209.0,76.0,21.0,90,0.0,None
T96,13.9,18.3,36.0,92.0,85.0,1.06,1128.0,69.0,34.0,233,0.0,None
